"Station Name","TORONTO CITY"
"Province","ONTARIO"
"Latitude","43.67"
"Longitude","-79.40"
"Elevation","112.50"
"Climate Identifier","6158355"
"WMO Identifier","71508"
"TC Identifier","XTO"

"Legend"
"A","Accumulated"
"C","Precipitation occurred, amount uncertain"
"E","Estimated"
"F","Accumulated and estimated"
"L","Precipitation may or may not have occurred"
"M","Missing"
"N","Temperature missing but known to be > 0"
"S","More than one occurrence"
"T","Trace"
"Y","Temperature missing but known to be < 0"
"[empty]","No data available"
"^","The value displayed is based on incomplete data"
"â ","Data for this day has undergone only basic quality checking"
"â¡","Partner data that is not subject to review by the National Climate Archives"

"Date/Time","Year","Month","Day","Data Quality","Max Temp (Â°C)","Max Temp Flag","Min Temp (Â°C)","Min Temp Flag","Mean Temp (Â°C)","Mean Temp Flag","Heat Deg Days (Â°C)","Heat Deg Days Flag","Cool Deg Days (Â°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"2017-01-01","2017","01","01","â ","3.1","","-0.5","","1.3","","16.7","","0.0","","","M","","M","0.0","","3","","","M","","M"
"2017-01-02","2017","01","02","â ","5.5","","0.7","","3.1","","14.9","","0.0","","","M","","M","0.0","","3","","","M","","M"
"2017-01-03","2017","01","03","â ","4.8","","2.4","","3.6","","14.4","","0.0","","","M","","M","11.3","","1","","","M","","M"
"2017-01-04","2017","01","04","â ","3.8","","-7.6","","-1.9","","19.9","","0.0","","","M","","M","0.6","","","","","M","","M"
"2017-01-05","2017","01","05","â ","-5.3","","-10.3","","-7.8","","25.8","","0.0","","","M","","M","0.0","","","","","M","","M"
"2017-01-06","2017","01","06","â ","-5.9","","-11.8","","-8.9","","26.9","","0.0","","","M","","M","0.0","","","","","M","","M"
"2017-01-07","2017","01","07","â ","-6.4","","-11.8","","-9.1","","27.1","","0.0","","","M","","M","0.0","","","","","M","","M"
"2017-01-08","2017","01","08","â ","-8.2","","-11.1","","-9.7","","27.7","","0.0","","","M","","M","0.0","","","","","M","","M"
"2017-01-09","2017","01","09","â ","-1.2","","-8.5","","-4.9","","22.9","","0.0","","","M","","M","0.0","","","","","M","","M"
"2017-01-10","2017","01","10","â ","7.1","","-1.7","","2.7","","15.3","","0.0","","","M","","M","18.3","","","","","M","","M"
