Date,Num1,Num2,Num3,Num4,Num5,Num6,Bonus
29th December 2012,1,26,33,36,45,48,22
26th December 2012,3,5,26,27,37,39,21
22nd December 2012,8,10,14,16,18,35,43
19th December 2012,1,13,16,30,33,48,49
15th December 2012,11,22,36,37,43,48,7
12th December 2012,6,7,24,27,28,46,44
8th December 2012,2,12,22,42,43,46,5
5th December 2012,4,26,34,38,41,46,44
1st December 2012,7,22,28,32,34,38,20
28th November 2012,3,6,13,29,36,38,33
24th November 2012,6,32,35,36,40,45,48
21st November 2012,10,16,21,31,33,36,27
17th November 2012,3,4,20,31,41,48,15
14th November 2012,15,20,29,36,38,42,27
10th November 2012,6,22,23,41,44,49,48
7th November 2012,20,36,42,43,45,48,5
3rd November 2012,9,22,34,35,46,47,26
31st October 2012,4,8,17,23,34,47,30
27th October 2012,11,15,16,17,31,40,6
24th October 2012,9,10,11,24,34,42,5
20th October 2012,13,14,21,24,32,35,18
17th October 2012,4,20,22,23,42,44,41
13th October 2012,6,14,26,27,34,46,37
10th October 2012,8,22,37,40,41,44,4
6th October 2012,20,24,27,40,44,45,35
3rd October 2012,5,15,20,25,28,33,39
29th September 2012,2,7,18,20,41,48,29
26th September 2012,2,5,9,13,22,38,37
22nd September 2012,4,19,22,24,32,33,21
19th September 2012,7,9,18,22,28,38,26
15th September 2012,9,10,12,19,24,31,17
12th September 2012,3,29,33,36,39,45,37
8th September 2012,1,4,6,24,26,29,12
5th September 2012,15,21,23,26,28,48,6
1st September 2012,2,5,20,30,39,45,25
29th August 2012,3,5,8,14,24,34,38
25th August 2012,4,12,17,18,34,44,21
22nd August 2012,9,13,19,32,41,49,17
18th August 2012,7,14,15,23,35,37,36
15th August 2012,1,6,12,19,24,31,5
11th August 2012,17,20,22,35,38,48,36
8th August 2012,6,8,18,20,40,42,36
4th August 2012,3,8,23,25,29,47,32
1st August 2012,1,14,17,29,36,37,13
28th July 2012,6,10,22,30,35,49,17
25th July 2012,1,20,27,36,40,42,14
21st July 2012,11,21,35,37,46,47,32
18th July 2012,1,11,12,17,32,40,14
14th July 2012,13,17,22,29,36,45,47
11th July 2012,5,8,14,18,43,49,37
7th July 2012,3,20,27,29,38,44,45
4th July 2012,15,20,22,25,27,41,28
30th June 2012,12,22,31,32,35,47,4
27th June 2012,4,10,19,24,32,35,1
23rd June 2012,12,19,28,34,36,41,1
20th June 2012,1,6,10,26,31,38,11
16th June 2012,1,8,19,26,37,44,16
13th June 2012,7,11,15,22,37,44,16
9th June 2012,8,18,29,37,38,44,48
6th June 2012,8,21,22,26,30,39,7
2nd June 2012,7,22,27,29,33,39,40
30th May 2012,2,21,36,37,45,47,15
26th May 2012,23,31,33,38,46,49,17
23rd May 2012,2,3,7,13,32,40,8
19th May 2012,14,17,21,27,37,46,39
16th May 2012,2,3,12,15,19,49,5
12th May 2012,4,5,10,34,37,45,7
9th May 2012,2,6,15,19,24,38,9
5th May 2012,5,6,30,32,45,46,41
2nd May 2012,18,19,33,40,44,47,10
28th April 2012,9,21,22,42,44,48,28
25th April 2012,15,18,26,33,36,39,35
21st April 2012,2,8,10,20,28,38,29
18th April 2012,6,10,11,16,32,36,42
14th April 2012,14,16,18,20,26,47,13
11th April 2012,1,2,16,24,36,49,33
7th April 2012,2,13,16,32,39,44,27
4th April 2012,18,23,25,26,45,48,16
31st March 2012,33,35,36,39,48,49,42
28th March 2012,5,10,12,18,25,45,15
24th March 2012,11,20,23,28,40,45,14
21st March 2012,23,27,32,37,38,45,35
17th March 2012,1,2,9,15,17,37,30
14th March 2012,6,9,11,12,19,20,47
10th March 2012,4,17,25,26,39,49,10
7th March 2012,5,7,39,41,45,46,25
3rd March 2012,9,19,20,31,41,45,42
29th February 2012,5,6,8,9,11,40,28
25th February 2012,2,22,30,33,35,42,14
22nd February 2012,1,12,22,35,42,44,40
18th February 2012,4,12,14,21,22,37,28
15th February 2012,3,19,21,41,43,47,9
11th February 2012,6,13,19,32,43,44,9
8th February 2012,7,22,23,26,40,48,39
4th February 2012,8,10,12,22,26,28,24
1st February 2012,2,7,9,18,23,38,14
28th January 2012,5,6,17,39,44,48,29
25th January 2012,2,12,20,35,41,49,36
21st January 2012,9,11,31,34,48,49,41
18th January 2012,4,7,10,27,37,49,44
14th January 2012,1,3,7,11,38,40,37
11th January 2012,9,10,11,18,39,45,23
7th January 2012,6,8,11,25,28,45,7
4th January 2012,1,8,11,21,24,41,45
