Date,Num1,Num2,Num3,Num4,Num5,Num6,Bonus
29th December 2001,25,26,34,36,43,46,9
26th December 2001,3,6,9,10,13,20,29
22nd December 2001,14,27,34,38,44,45,24
19th December 2001,10,17,19,20,25,35,11
15th December 2001,1,8,18,31,34,37,27
12th December 2001,18,30,31,32,43,44,37
8th December 2001,2,3,4,18,28,43,15
5th December 2001,10,13,31,43,47,48,44
1st December 2001,2,3,6,7,18,36,14
28th November 2001,1,21,29,42,45,47,8
24th November 2001,2,7,21,33,39,46,15
21st November 2001,2,8,12,18,24,35,43
17th November 2001,4,15,21,31,41,49,43
14th November 2001,1,20,27,42,46,48,32
10th November 2001,3,13,17,26,33,35,23
7th November 2001,2,5,13,18,29,42,35
3rd November 2001,4,8,14,26,29,43,16
31st October 2001,12,15,29,30,45,47,8
27th October 2001,18,21,25,26,32,48,38
24th October 2001,4,12,21,26,43,46,16
20th October 2001,9,10,22,38,43,44,20
17th October 2001,18,21,25,34,36,45,11
13th October 2001,14,17,22,32,36,49,16
10th October 2001,9,25,42,43,46,47,16
6th October 2001,1,18,27,28,43,47,11
3rd October 2001,19,20,22,28,40,42,1
29th September 2001,2,11,16,18,21,33,5
26th September 2001,2,6,12,17,39,47,8
22nd September 2001,10,19,27,29,33,36,23
19th September 2001,10,24,25,30,40,48,21
15th September 2001,4,22,24,32,42,43,18
12th September 2001,7,15,34,38,43,45,29
8th September 2001,4,22,25,27,39,45,31
5th September 2001,8,9,21,34,42,43,5
1st September 2001,7,8,18,23,47,48,49
29th August 2001,7,9,22,23,37,42,36
25th August 2001,1,7,18,23,29,43,4
22nd August 2001,5,13,15,28,31,34,18
18th August 2001,5,19,26,29,40,42,14
15th August 2001,14,22,27,32,40,47,26
11th August 2001,12,14,16,23,24,45,11
8th August 2001,16,19,29,35,36,38,47
4th August 2001,1,11,15,33,36,49,5
1st August 2001,6,33,39,41,42,44,25
28th July 2001,15,26,29,41,46,48,23
25th July 2001,6,8,13,24,34,46,12
21st July 2001,1,11,22,27,33,49,10
18th July 2001,5,10,13,19,22,47,30
14th July 2001,8,21,25,35,40,41,5
11th July 2001,9,23,27,31,35,48,1
7th July 2001,5,17,29,31,33,46,20
4th July 2001,3,5,9,31,40,41,47
30th June 2001,3,8,15,32,46,48,44
27th June 2001,1,3,19,27,30,48,11
23rd June 2001,3,15,24,36,42,47,49
20th June 2001,2,3,13,17,23,32,39
16th June 2001,14,19,20,21,24,28,32
13th June 2001,7,18,22,30,36,43,24
9th June 2001,1,14,23,25,30,41,43
6th June 2001,3,10,17,22,24,40,46
2nd June 2001,5,6,11,17,29,37,32
30th May 2001,9,11,12,22,37,48,8
26th May 2001,2,19,25,30,41,45,21
23rd May 2001,5,9,15,21,42,43,32
19th May 2001,7,8,18,29,34,44,37
16th May 2001,11,17,29,34,37,45,19
12th May 2001,3,6,25,26,42,44,2
9th May 2001,3,5,7,10,30,43,23
5th May 2001,19,20,23,39,40,43,47
2nd May 2001,1,31,38,43,45,46,40
28th April 2001,9,15,26,28,33,39,8
25th April 2001,11,18,20,27,39,46,45
21st April 2001,16,17,19,27,30,37,6
18th April 2001,11,16,20,25,46,48,5
14th April 2001,3,12,14,30,33,40,36
11th April 2001,2,8,11,24,30,36,5
7th April 2001,2,11,25,27,40,44,28
4th April 2001,1,16,17,24,31,32,15
31st March 2001,1,12,13,28,32,44,47
28th March 2001,12,19,32,34,39,43,35
24th March 2001,1,27,31,33,35,47,41
21st March 2001,4,20,21,27,42,47,43
17th March 2001,9,17,19,22,29,37,24
14th March 2001,6,20,31,36,38,44,4
10th March 2001,5,7,8,12,23,28,39
7th March 2001,19,20,22,24,38,42,41
3rd March 2001,1,2,4,18,28,35,8
28th February 2001,6,9,17,18,20,39,27
24th February 2001,5,12,25,34,35,45,36
21st February 2001,5,10,23,36,40,44,18
17th February 2001,9,13,27,28,38,42,20
14th February 2001,12,13,14,32,41,43,6
10th February 2001,9,11,36,38,46,47,12
7th February 2001,9,23,29,38,39,43,45
3rd February 2001,15,17,21,22,43,45,34
31st January 2001,3,19,29,34,38,45,40
27th January 2001,26,30,32,37,41,47,8
24th January 2001,14,25,26,33,36,44,7
20th January 2001,4,9,10,19,26,36,30
17th January 2001,3,9,11,28,29,47,37
13th January 2001,3,5,33,40,45,46,21
10th January 2001,17,25,40,42,45,49,33
6th January 2001,17,30,37,41,43,48,34
3rd January 2001,5,7,12,37,39,46,22
