Date,Num1,Num2,Num3,Num4,Num5,Num6,Bonus
30th December 1995,7,15,23,27,30,49,32
27th December 1995,8,18,26,30,39,49,3
23rd December 1995,4,6,8,22,23,25,12
20th December 1995,4,11,12,14,27,30,8
16th December 1995,4,7,21,36,39,40,8
13th December 1995,7,15,20,23,40,49,16
9th December 1995,8,14,15,21,48,49,34
6th December 1995,5,12,22,26,29,31,40
2nd December 1995,9,19,21,23,31,49,22
29th November 1995,14,22,26,38,42,43,36
25th November 1995,3,5,8,9,37,38,29
22nd November 1995,5,12,34,35,37,49,14
18th November 1995,16,21,22,26,35,49,13
15th November 1995,12,26,27,34,41,43,10
11th November 1995,6,9,21,31,40,42,30
8th November 1995,2,6,18,28,32,44,20
4th November 1995,20,30,40,41,43,44,32
1st November 1995,2,20,22,30,33,43,42
28th October 1995,8,19,27,34,36,45,3
25th October 1995,3,5,12,38,41,44,18
21st October 1995,4,25,33,35,40,45,26
18th October 1995,3,4,8,15,30,31,28
14th October 1995,9,17,29,38,39,42,4
11th October 1995,1,9,18,33,36,48,29
7th October 1995,12,17,23,32,44,49,42
4th October 1995,19,29,37,41,45,48,39
30th September 1995,12,13,18,19,36,48,23
27th September 1995,12,17,19,22,42,48,4
23rd September 1995,3,5,21,32,43,46,4
20th September 1995,8,13,17,18,27,32,20
16th September 1995,7,10,30,36,38,49,25
13th September 1995,2,3,13,16,22,48,49
9th September 1995,2,6,12,18,38,42,28
6th September 1995,7,18,21,23,32,46,38
2nd September 1995,4,12,28,31,45,46,6
30th August 1995,20,21,27,36,37,47,3
26th August 1995,1,16,23,32,35,45,10
23rd August 1995,4,7,13,20,27,30,37
19th August 1995,7,24,36,40,46,48,27
16th August 1995,19,20,28,30,31,43,35
12th August 1995,16,18,20,30,32,42,11
9th August 1995,3,7,17,21,32,46,35
5th August 1995,13,21,27,30,38,43,39
2nd August 1995,2,11,23,33,43,46,16
29th July 1995,8,13,16,37,39,46,34
26th July 1995,16,18,29,31,41,47,28
22nd July 1995,9,12,27,30,36,37,13
19th July 1995,6,11,17,26,27,47,1
15th July 1995,5,11,17,25,34,49,23
12th July 1995,13,32,35,38,40,44,47
8th July 1995,7,18,20,27,42,48,3
5th July 1995,5,17,24,25,28,49,30
1st July 1995,7,9,20,26,32,38,25
28th June 1995,3,30,31,33,34,41,1
24th June 1995,4,13,15,19,30,46,43
21st June 1995,1,4,5,9,27,42,13
17th June 1995,5,6,14,32,44,45,21
14th June 1995,9,14,26,32,33,48,47
10th June 1995,6,10,23,40,46,49,36
7th June 1995,13,14,28,33,34,48,9
3rd June 1995,19,33,34,35,40,41,12
31st May 1995,17,25,27,30,32,36,49
27th May 1995,18,19,29,31,35,43,10
24th May 1995,2,5,9,14,44,46,42
20th May 1995,5,12,24,29,38,41,47
17th May 1995,1,3,7,27,34,41,21
13th May 1995,1,9,23,34,37,43,6
10th May 1995,12,15,19,25,26,32,10
6th May 1995,3,7,13,17,32,48,14
3rd May 1995,5,16,17,32,45,48,10
29th April 1995,1,3,8,11,22,30,5
26th April 1995,3,17,19,21,27,46,29
22nd April 1995,5,19,30,33,36,39,23
19th April 1995,3,4,11,12,28,31,8
15th April 1995,2,6,8,17,25,40,23
12th April 1995,16,17,19,32,35,42,33
8th April 1995,4,8,36,41,45,46,18
5th April 1995,6,15,23,24,34,42,4
1st April 1995,18,20,21,30,34,46,25
29th March 1995,2,4,6,26,27,44,31
25th March 1995,17,18,34,41,43,48,47
22nd March 1995,3,9,16,19,32,47,17
18th March 1995,5,8,24,32,47,48,1
15th March 1995,1,8,22,34,38,43,20
11th March 1995,10,31,32,35,38,46,45
8th March 1995,9,13,24,28,30,44,42
4th March 1995,6,10,12,39,41,49,35
1st March 1995,1,19,20,36,46,49,24
25th February 1995,6,9,13,31,35,47,16
22nd February 1995,15,16,19,30,35,39,17
18th February 1995,6,19,27,33,43,47,41
15th February 1995,6,15,28,38,43,47,14
11th February 1995,6,17,23,28,35,47,45
8th February 1995,16,18,21,22,27,47,5
4th February 1995,2,22,25,26,32,46,17
1st February 1995,10,32,35,37,39,47,17
28th January 1995,2,7,8,20,28,34,46
25th January 1995,7,8,31,35,37,41,42
21st January 1995,6,9,13,23,26,41,37
18th January 1995,3,8,15,18,26,34,25
14th January 1995,15,25,30,33,45,46,1
11th January 1995,3,5,10,28,41,47,42
7th January 1995,5,7,11,30,43,49,15
4th January 1995,21,22,24,31,33,34,41
