Date,Num1,Num2,Num3,Num4,Num5,Num6,Bonus
28th December 1996,8,21,22,31,33,45,39
25th December 1996,13,17,27,31,40,42,34
21st December 1996,9,12,23,33,41,47,5
18th December 1996,7,8,12,18,23,36,19
14th December 1996,14,15,32,38,40,46,3
11th December 1996,1,3,6,11,27,47,18
7th December 1996,2,6,27,35,41,42,4
4th December 1996,9,17,29,32,41,42,18
30th November 1996,4,13,21,23,30,40,3
27th November 1996,4,9,21,26,48,49,45
23rd November 1996,3,5,6,8,14,48,1
20th November 1996,4,8,23,26,30,46,45
16th November 1996,2,12,21,34,41,43,36
13th November 1996,2,7,9,31,44,46,26
9th November 1996,7,21,25,31,42,47,20
6th November 1996,4,7,36,39,47,48,20
2nd November 1996,10,16,17,23,36,48,19
30th October 1996,14,19,21,25,34,48,20
26th October 1996,1,8,9,14,37,45,10
23rd October 1996,4,5,10,21,24,44,14
19th October 1996,5,13,19,31,40,43,11
16th October 1996,6,13,14,15,20,42,21
12th October 1996,8,20,38,40,42,44,10
9th October 1996,15,16,19,27,31,39,1
5th October 1996,5,22,30,31,37,38,23
2nd October 1996,7,18,21,29,36,37,27
28th September 1996,20,30,32,39,41,42,26
25th September 1996,7,21,32,33,38,42,10
21st September 1996,2,3,13,17,23,42,31
18th September 1996,13,26,30,38,43,46,6
14th September 1996,1,15,27,29,35,47,39
11th September 1996,12,14,20,21,39,43,48
7th September 1996,11,14,15,21,30,32,37
4th September 1996,1,14,17,24,41,42,34
31st August 1996,1,5,8,14,38,45,25
28th August 1996,7,13,24,39,41,49,16
24th August 1996,12,28,32,43,47,48,16
21st August 1996,18,25,26,31,34,42,36
17th August 1996,1,19,24,33,44,45,48
14th August 1996,2,8,12,24,34,39,4
10th August 1996,4,14,15,19,23,38,49
7th August 1996,2,21,25,30,35,41,1
3rd August 1996,5,12,31,33,39,49,22
31st July 1996,4,13,21,23,37,38,1
27th July 1996,21,26,27,34,40,48,39
24th July 1996,8,12,19,25,27,40,44
20th July 1996,3,5,8,37,38,46,24
17th July 1996,1,8,10,15,40,41,16
13th July 1996,1,2,10,24,29,39,30
10th July 1996,11,20,21,26,39,43,1
6th July 1996,7,13,21,22,33,38,30
3rd July 1996,16,18,19,23,32,33,29
29th June 1996,8,9,14,27,40,49,5
26th June 1996,8,15,23,39,40,45,25
22nd June 1996,3,28,36,37,43,47,20
19th June 1996,23,32,34,37,42,43,24
15th June 1996,7,20,23,27,38,41,5
12th June 1996,1,14,20,25,27,31,21
8th June 1996,5,15,40,41,45,49,27
5th June 1996,19,20,38,39,44,45,1
1st June 1996,2,3,9,16,27,43,21
29th May 1996,3,9,29,31,44,49,26
25th May 1996,11,12,20,21,39,45,32
22nd May 1996,1,12,18,23,47,49,24
18th May 1996,16,39,40,44,48,49,29
15th May 1996,12,14,16,41,45,48,47
11th May 1996,13,18,21,31,38,44,3
8th May 1996,4,20,23,26,32,46,3
4th May 1996,27,38,39,43,44,49,34
1st May 1996,30,32,39,40,42,44,29
27th April 1996,10,23,38,42,44,49,19
24th April 1996,11,12,13,14,39,47,24
20th April 1996,1,16,17,30,44,49,37
17th April 1996,1,15,20,34,36,39,45
13th April 1996,3,15,21,30,34,47,37
10th April 1996,11,16,18,27,42,43,36
6th April 1996,5,7,21,34,38,45,10
3rd April 1996,23,30,35,44,46,48,20
30th March 1996,4,22,25,44,46,48,3
27th March 1996,20,21,30,39,41,47,17
23rd March 1996,9,15,26,40,43,48,41
20th March 1996,3,6,10,15,42,47,25
16th March 1996,12,17,19,23,24,40,14
13th March 1996,3,8,13,21,32,49,28
9th March 1996,4,7,10,13,39,46,49
6th March 1996,2,9,17,25,30,40,49
2nd March 1996,2,3,24,25,43,45,18
28th February 1996,1,3,7,25,33,34,22
24th February 1996,8,13,24,28,32,41,18
21st February 1996,8,34,38,43,46,47,5
17th February 1996,4,7,15,34,37,41,46
14th February 1996,9,13,20,30,34,36,12
10th February 1996,13,24,27,31,46,48,9
7th February 1996,28,32,34,41,45,48,23
3rd February 1996,17,31,36,38,45,49,11
31st January 1996,4,9,13,22,24,30,31
27th January 1996,8,13,26,28,34,37,19
24th January 1996,1,3,5,16,20,26,31
20th January 1996,6,19,28,35,38,42,45
17th January 1996,1,9,27,33,37,41,26
13th January 1996,3,5,11,19,29,40,8
10th January 1996,1,12,27,28,41,44,25
6th January 1996,2,5,9,18,34,41,27
3rd January 1996,1,10,16,24,39,48,30
