Date,Num1,Num2,Num3,Num4,Num5,Num6,Bonus
29th December 2004,6,11,21,37,40,46,35
25th December 2004,4,13,16,32,35,37,34
22nd December 2004,11,17,35,38,43,47,42
18th December 2004,3,18,27,32,37,40,42
15th December 2004,1,17,32,35,38,48,26
11th December 2004,2,9,40,43,47,48,39
8th December 2004,5,11,25,28,35,49,46
4th December 2004,16,24,26,30,39,42,6
1st December 2004,4,23,26,35,36,40,48
27th November 2004,12,15,30,38,47,48,27
24th November 2004,15,17,19,20,35,38,31
20th November 2004,28,30,38,44,45,48,18
17th November 2004,13,24,30,41,43,47,17
13th November 2004,4,6,7,17,31,36,27
10th November 2004,2,9,19,33,35,45,12
6th November 2004,1,6,16,34,37,41,12
3rd November 2004,10,18,19,37,43,48,12
30th October 2004,18,26,29,39,43,45,9
27th October 2004,29,30,33,34,37,46,47
23rd October 2004,1,8,13,24,27,43,36
20th October 2004,2,3,13,14,31,36,9
16th October 2004,1,3,11,40,42,48,35
13th October 2004,6,15,22,30,31,48,1
9th October 2004,16,23,33,35,43,49,6
6th October 2004,20,26,29,31,40,49,18
2nd October 2004,4,9,14,27,35,48,32
29th September 2004,10,12,14,27,34,36,26
25th September 2004,15,17,20,21,44,47,26
22nd September 2004,13,30,32,33,42,46,5
18th September 2004,7,11,15,39,42,48,40
15th September 2004,1,3,15,16,22,39,37
11th September 2004,7,10,21,29,32,43,27
8th September 2004,10,26,37,40,42,47,5
4th September 2004,2,4,5,44,46,47,3
1st September 2004,1,2,21,30,31,38,46
28th August 2004,17,19,23,24,28,38,12
25th August 2004,9,16,22,23,33,45,46
21st August 2004,28,30,31,37,39,46,34
18th August 2004,3,4,13,21,27,29,19
14th August 2004,13,29,31,36,37,42,25
11th August 2004,4,16,18,28,30,38,35
7th August 2004,3,12,23,30,36,37,35
4th August 2004,6,7,9,11,30,43,4
31st July 2004,3,21,31,40,43,49,23
28th July 2004,4,8,25,29,36,37,14
24th July 2004,6,13,17,19,24,29,35
21st July 2004,19,21,24,25,45,46,39
17th July 2004,10,18,23,26,41,43,42
14th July 2004,7,19,32,35,36,43,12
10th July 2004,4,26,30,31,48,49,23
7th July 2004,2,7,26,35,39,43,17
3rd July 2004,1,11,14,20,31,40,26
30th June 2004,2,21,31,32,41,49,7
26th June 2004,1,7,8,10,18,36,42
23rd June 2004,4,6,15,22,27,40,26
19th June 2004,1,33,40,41,45,48,46
16th June 2004,4,22,30,39,46,47,49
12th June 2004,4,10,28,29,30,46,2
9th June 2004,7,23,24,27,41,42,49
5th June 2004,12,13,17,26,43,45,11
2nd June 2004,1,4,20,21,26,43,7
29th May 2004,24,29,30,31,34,46,38
26th May 2004,14,35,37,44,46,48,13
22nd May 2004,1,11,12,15,32,46,20
19th May 2004,5,16,24,26,46,48,11
15th May 2004,21,24,30,32,40,41,7
12th May 2004,1,10,26,29,40,45,18
8th May 2004,4,7,24,39,43,44,23
5th May 2004,5,13,16,20,28,31,4
1st May 2004,8,21,24,26,34,38,14
28th April 2004,16,30,36,39,45,47,22
24th April 2004,4,6,15,22,23,27,25
21st April 2004,12,24,32,36,39,47,43
17th April 2004,11,13,18,20,24,29,8
14th April 2004,9,12,14,19,31,43,32
10th April 2004,20,33,36,45,46,47,39
7th April 2004,1,10,18,20,30,40,34
3rd April 2004,3,17,22,25,40,46,27
31st March 2004,2,3,17,18,19,46,30
27th March 2004,7,19,31,43,45,49,36
24th March 2004,5,15,19,24,26,46,43
20th March 2004,9,13,21,25,38,41,33
17th March 2004,2,23,25,33,34,41,3
13th March 2004,9,27,32,38,39,49,46
10th March 2004,2,17,35,41,46,48,5
6th March 2004,12,17,25,26,43,44,2
3rd March 2004,1,2,7,16,43,44,20
28th February 2004,3,15,17,26,27,46,38
25th February 2004,1,9,25,27,37,40,45
21st February 2004,4,5,26,33,38,44,49
18th February 2004,21,22,26,27,40,47,3
14th February 2004,1,5,12,17,31,44,36
11th February 2004,4,10,14,19,21,28,12
7th February 2004,3,14,26,27,35,44,28
4th February 2004,8,22,37,38,45,47,43
31st January 2004,1,20,23,36,38,49,7
28th January 2004,3,14,20,23,25,45,12
24th January 2004,3,8,17,20,26,47,38
21st January 2004,1,7,26,40,43,45,46
17th January 2004,2,12,25,40,41,47,14
14th January 2004,1,7,12,24,44,49,5
10th January 2004,13,16,18,21,32,33,26
7th January 2004,2,6,13,20,42,48,37
3rd January 2004,9,13,24,36,44,45,30
