Date,Num1,Num2,Num3,Num4,Num5,Num6,Bonus
29th December 2007,7,13,16,24,35,42,1
26th December 2007,8,10,12,14,31,39,9
22nd December 2007,8,17,30,36,40,47,24
19th December 2007,6,9,15,32,37,48,38
15th December 2007,3,11,32,34,44,48,33
12th December 2007,6,24,31,32,34,39,22
8th December 2007,2,9,11,22,35,45,31
5th December 2007,1,2,23,29,30,42,12
1st December 2007,16,21,31,40,43,45,37
28th November 2007,7,13,27,37,40,46,11
24th November 2007,1,10,25,27,30,36,41
21st November 2007,2,10,13,15,28,41,38
17th November 2007,14,17,27,41,47,48,24
14th November 2007,3,15,24,25,40,44,39
10th November 2007,3,13,14,17,20,42,40
7th November 2007,4,12,24,25,37,49,33
3rd November 2007,8,23,33,40,46,49,37
31st October 2007,2,8,23,25,33,48,43
27th October 2007,12,13,17,34,40,47,9
24th October 2007,8,9,31,42,45,49,19
20th October 2007,7,8,13,26,32,35,41
17th October 2007,12,24,33,36,39,45,28
13th October 2007,1,26,30,32,39,47,21
10th October 2007,9,37,39,45,47,48,4
6th October 2007,5,15,30,35,41,48,6
3rd October 2007,3,17,18,24,31,32,42
29th September 2007,9,19,26,29,39,45,33
26th September 2007,21,25,32,35,40,47,6
22nd September 2007,5,8,12,15,39,47,40
19th September 2007,5,17,24,36,41,49,39
15th September 2007,9,39,40,43,46,48,24
12th September 2007,10,11,16,21,24,38,23
8th September 2007,3,8,16,20,24,25,23
5th September 2007,17,18,20,22,25,36,11
1st September 2007,11,17,18,28,31,46,42
29th August 2007,7,21,22,24,30,31,29
25th August 2007,9,19,31,35,39,42,1
22nd August 2007,2,7,18,32,36,43,22
18th August 2007,2,12,32,34,38,48,43
15th August 2007,3,16,22,27,28,32,5
11th August 2007,1,17,23,34,37,49,13
8th August 2007,2,15,28,41,42,46,3
4th August 2007,9,17,18,20,41,49,46
1st August 2007,7,21,23,37,43,48,35
28th July 2007,1,5,17,32,39,45,40
25th July 2007,8,11,12,18,40,42,17
21st July 2007,9,10,22,29,38,41,11
18th July 2007,2,3,18,31,38,46,17
14th July 2007,10,27,33,38,40,49,21
11th July 2007,4,14,21,29,36,41,46
7th July 2007,10,19,25,31,37,40,1
4th July 2007,20,25,26,39,42,44,10
30th June 2007,6,12,25,43,45,47,31
27th June 2007,7,14,17,19,34,37,11
23rd June 2007,7,20,24,37,43,49,21
20th June 2007,4,7,13,41,44,47,19
16th June 2007,3,15,31,33,43,48,24
13th June 2007,2,10,19,36,40,48,18
9th June 2007,10,20,25,41,44,46,6
6th June 2007,2,11,24,31,39,49,9
2nd June 2007,8,16,19,32,40,46,28
30th May 2007,3,16,20,27,34,35,38
26th May 2007,6,17,29,32,36,47,37
23rd May 2007,4,13,19,23,33,48,16
19th May 2007,8,16,33,37,40,42,35
16th May 2007,11,14,31,33,37,45,9
12th May 2007,5,7,13,27,45,47,11
9th May 2007,11,17,27,32,39,49,19
5th May 2007,1,23,26,28,33,40,10
2nd May 2007,22,24,32,33,37,41,46
28th April 2007,3,19,20,23,35,38,48
25th April 2007,3,6,12,19,24,29,40
21st April 2007,17,29,33,43,45,49,18
18th April 2007,14,22,25,30,44,48,1
14th April 2007,6,15,22,26,41,49,9
11th April 2007,6,10,21,24,38,48,26
7th April 2007,10,12,23,26,35,37,47
4th April 2007,5,16,21,25,40,48,31
31st March 2007,4,9,16,32,37,41,5
28th March 2007,7,20,24,25,29,45,36
24th March 2007,1,13,19,26,32,46,28
21st March 2007,3,7,26,30,33,46,32
17th March 2007,13,21,23,27,28,34,31
14th March 2007,12,19,22,34,46,47,36
10th March 2007,9,18,28,37,42,49,24
7th March 2007,7,9,21,29,31,47,12
3rd March 2007,3,21,27,37,43,44,9
28th February 2007,3,6,12,15,43,44,37
24th February 2007,4,6,15,33,38,40,13
21st February 2007,5,6,17,21,31,46,49
17th February 2007,13,20,31,36,43,46,19
14th February 2007,10,24,35,40,41,45,39
10th February 2007,8,13,23,37,41,42,26
7th February 2007,4,8,11,27,37,47,21
3rd February 2007,10,13,24,27,37,39,14
31st January 2007,2,6,9,11,14,37,25
27th January 2007,6,9,17,20,22,40,7
24th January 2007,6,11,20,26,34,35,2
20th January 2007,24,40,45,47,48,49,7
17th January 2007,5,7,9,30,39,40,25
13th January 2007,1,2,3,19,25,41,31
10th January 2007,9,16,19,41,46,49,4
6th January 2007,19,20,33,43,45,47,38
3rd January 2007,4,14,17,20,38,48,7
