Date,Num1,Num2,Num3,Num4,Num5,Num6,Bonus
31st December 2011,2,11,21,28,31,44,36
28th December 2011,1,22,28,38,47,48,29
24th December 2011,1,18,25,26,36,39,29
21st December 2011,12,16,19,34,41,47,20
17th December 2011,3,5,24,27,38,46,42
14th December 2011,13,20,22,29,32,33,16
10th December 2011,3,7,15,35,36,40,13
7th December 2011,6,8,24,27,31,41,48
3rd December 2011,8,24,34,38,41,42,22
30th November 2011,12,15,23,36,43,47,40
26th November 2011,2,18,23,35,47,48,9
23rd November 2011,10,13,15,30,34,44,21
19th November 2011,3,4,14,18,28,31,47
16th November 2011,15,25,28,32,35,42,45
12th November 2011,3,4,20,34,39,48,2
9th November 2011,12,30,36,37,40,48,32
5th November 2011,14,18,22,34,36,43,3
2nd November 2011,3,22,32,40,45,48,4
29th October 2011,5,8,13,16,40,49,20
26th October 2011,1,2,38,39,40,49,44
22nd October 2011,8,18,20,30,32,46,22
19th October 2011,9,14,17,20,44,45,33
15th October 2011,14,24,27,36,39,42,3
12th October 2011,6,7,12,20,38,40,43
8th October 2011,7,13,14,16,22,48,32
5th October 2011,7,10,13,19,26,29,23
1st October 2011,8,15,24,25,30,35,13
28th September 2011,2,14,29,32,41,44,3
24th September 2011,3,8,15,16,20,46,35
21st September 2011,1,23,30,38,45,48,3
17th September 2011,15,17,19,23,27,38,7
14th September 2011,12,26,28,31,33,45,27
10th September 2011,17,18,25,31,42,49,28
7th September 2011,10,15,29,32,34,40,6
3rd September 2011,14,15,25,32,41,42,49
31st August 2011,11,16,25,35,38,41,37
27th August 2011,11,14,19,20,21,47,45
24th August 2011,12,15,18,29,33,46,48
20th August 2011,6,11,18,20,21,34,47
17th August 2011,7,18,23,24,27,32,26
13th August 2011,28,35,42,45,46,49,27
10th August 2011,9,18,24,27,29,43,5
6th August 2011,9,21,28,31,34,37,2
3rd August 2011,6,17,21,28,31,38,43
30th July 2011,6,7,10,19,21,45,16
27th July 2011,2,3,15,23,41,46,10
23rd July 2011,3,5,11,23,33,34,24
20th July 2011,2,21,23,30,34,42,46
16th July 2011,2,12,23,35,39,49,44
13th July 2011,2,8,28,29,34,44,38
9th July 2011,4,7,23,31,33,36,22
6th July 2011,14,25,31,36,44,47,37
2nd July 2011,2,16,30,41,44,48,21
29th June 2011,3,15,23,33,39,47,41
25th June 2011,4,17,23,31,45,48,29
22nd June 2011,5,7,16,27,37,49,25
18th June 2011,4,9,14,21,34,45,25
15th June 2011,2,4,22,25,28,31,17
11th June 2011,6,7,8,9,20,28,22
8th June 2011,7,10,21,22,38,39,11
4th June 2011,19,20,27,29,33,45,41
1st June 2011,18,23,27,44,46,47,29
28th May 2011,11,13,17,21,43,49,5
25th May 2011,5,32,37,38,39,42,22
21st May 2011,7,8,17,22,24,30,37
18th May 2011,1,39,42,45,48,49,29
14th May 2011,12,29,30,36,39,45,20
11th May 2011,14,20,30,34,37,45,15
7th May 2011,2,23,24,27,36,48,16
4th May 2011,8,9,26,39,46,47,38
30th April 2011,1,6,7,24,30,48,4
27th April 2011,3,8,31,42,44,48,33
23rd April 2011,1,8,18,27,35,45,47
20th April 2011,12,15,33,34,38,43,30
16th April 2011,5,7,11,12,33,39,28
13th April 2011,3,8,15,20,26,45,12
9th April 2011,17,23,24,40,45,48,18
6th April 2011,1,3,23,26,35,38,11
2nd April 2011,16,21,26,28,45,46,49
30th March 2011,8,15,17,29,36,44,16
26th March 2011,4,6,21,22,42,43,12
23rd March 2011,5,10,11,21,24,43,32
19th March 2011,7,25,28,31,36,45,49
16th March 2011,1,3,15,19,36,37,2
12th March 2011,6,9,17,23,26,36,42
9th March 2011,4,7,18,21,41,46,37
5th March 2011,19,21,27,33,36,38,3
2nd March 2011,27,28,31,41,42,43,46
26th February 2011,3,16,17,31,33,46,37
23rd February 2011,5,6,15,24,35,48,39
19th February 2011,10,16,20,26,34,48,40
16th February 2011,10,15,29,30,44,45,28
12th February 2011,3,15,22,31,43,47,42
9th February 2011,17,19,21,33,34,46,47
5th February 2011,20,25,32,39,40,44,48
2nd February 2011,4,11,18,27,28,46,39
29th January 2011,3,4,16,35,40,44,32
26th January 2011,4,6,22,24,31,40,33
22nd January 2011,4,5,9,12,33,36,38
19th January 2011,7,13,18,21,23,24,48
15th January 2011,10,15,35,42,44,47,39
12th January 2011,4,9,15,27,28,46,18
8th January 2011,5,6,11,16,24,40,10
5th January 2011,1,3,8,12,32,47,19
1st January 2011,8,15,39,44,45,49,29
