Date,Num1,Num2,Num3,Num4,Num5,Num6,Bonus
31st December 2005,10,13,31,33,34,35,22
28th December 2005,6,7,10,29,42,44,25
24th December 2005,16,17,18,23,28,33,27
21st December 2005,4,9,25,27,31,33,44
17th December 2005,4,13,18,19,42,43,45
14th December 2005,4,19,24,31,35,43,7
10th December 2005,6,18,23,37,40,45,48
7th December 2005,2,8,12,19,23,41,49
3rd December 2005,16,19,21,25,35,45,24
30th November 2005,5,18,22,28,29,32,17
26th November 2005,15,21,31,35,41,46,22
23rd November 2005,4,6,10,17,33,49,37
19th November 2005,1,6,8,11,23,46,13
16th November 2005,11,14,36,40,43,45,25
12th November 2005,1,14,24,30,35,45,9
9th November 2005,7,30,36,39,42,49,9
5th November 2005,4,30,39,42,45,46,38
2nd November 2005,9,13,14,40,43,49,32
29th October 2005,4,14,19,25,26,49,21
26th October 2005,5,11,20,30,37,43,31
22nd October 2005,3,21,25,26,31,40,41
19th October 2005,11,19,33,35,39,40,32
15th October 2005,1,20,31,32,45,46,39
12th October 2005,11,15,23,34,35,36,28
8th October 2005,5,13,15,17,24,27,29
5th October 2005,1,12,15,16,21,35,40
1st October 2005,9,14,19,23,43,45,20
28th September 2005,4,11,21,27,38,41,36
24th September 2005,15,20,32,39,40,47,30
21st September 2005,15,17,24,26,34,35,8
17th September 2005,4,7,13,33,40,47,37
14th September 2005,2,6,18,25,30,32,11
10th September 2005,6,8,26,33,35,42,41
7th September 2005,2,3,16,37,45,49,22
3rd September 2005,8,12,22,37,42,46,24
31st August 2005,1,18,30,33,36,47,23
27th August 2005,2,32,39,42,45,46,49
24th August 2005,3,22,25,32,36,41,9
20th August 2005,4,14,17,23,26,38,47
17th August 2005,4,7,24,27,28,41,37
13th August 2005,10,17,21,40,44,45,39
10th August 2005,4,10,16,22,39,42,43
6th August 2005,6,22,28,36,41,48,24
3rd August 2005,4,5,6,10,23,35,18
30th July 2005,10,16,21,29,38,45,25
27th July 2005,8,19,22,30,34,47,18
23rd July 2005,12,22,25,30,33,38,17
20th July 2005,2,7,22,27,45,48,42
16th July 2005,14,22,23,32,43,49,34
13th July 2005,1,7,8,14,32,33,26
9th July 2005,3,8,10,23,26,28,22
6th July 2005,5,7,23,25,31,49,16
2nd July 2005,2,18,22,38,39,44,10
29th June 2005,19,42,43,44,46,47,26
25th June 2005,2,10,11,17,26,44,25
22nd June 2005,9,10,13,30,33,39,32
18th June 2005,5,6,7,36,38,46,20
15th June 2005,7,10,13,33,39,42,47
11th June 2005,3,4,11,28,30,45,16
8th June 2005,3,8,20,22,38,49,5
4th June 2005,11,16,18,19,21,23,41
1st June 2005,3,14,25,29,33,42,21
28th May 2005,6,12,17,28,37,46,11
25th May 2005,10,12,16,21,29,48,1
21st May 2005,1,21,23,27,40,45,38
18th May 2005,2,5,6,12,19,36,7
14th May 2005,5,11,20,23,27,28,42
11th May 2005,9,10,16,18,20,49,46
7th May 2005,6,26,28,30,33,34,49
4th May 2005,12,19,23,24,29,44,28
30th April 2005,10,11,18,21,32,42,19
27th April 2005,9,14,17,22,26,46,3
23rd April 2005,18,19,23,29,33,45,8
20th April 2005,8,9,12,20,45,48,39
16th April 2005,2,11,16,31,33,41,17
13th April 2005,11,12,23,29,30,40,9
9th April 2005,7,10,11,47,48,49,26
6th April 2005,7,8,24,28,29,40,12
2nd April 2005,4,12,24,25,38,41,11
30th March 2005,7,10,24,27,30,47,41
26th March 2005,2,19,27,32,41,43,24
23rd March 2005,1,14,32,33,37,40,7
19th March 2005,2,9,12,30,35,46,37
16th March 2005,8,10,18,19,25,41,34
12th March 2005,6,7,8,30,34,43,19
9th March 2005,4,10,11,18,23,34,49
5th March 2005,6,12,20,21,24,43,22
2nd March 2005,3,16,19,22,23,25,32
26th February 2005,4,12,22,37,43,49,8
23rd February 2005,5,8,10,32,48,49,29
19th February 2005,12,16,27,35,39,41,24
16th February 2005,4,5,17,18,34,38,1
12th February 2005,5,12,16,26,37,43,40
9th February 2005,10,15,21,23,28,37,41
5th February 2005,11,17,26,31,46,48,1
2nd February 2005,2,6,7,13,31,36,32
29th January 2005,4,24,26,37,41,43,11
26th January 2005,8,9,13,17,34,44,12
22nd January 2005,8,10,33,41,42,45,35
19th January 2005,2,5,18,21,34,43,36
15th January 2005,1,8,27,33,34,42,21
12th January 2005,1,13,21,34,36,42,8
8th January 2005,3,15,18,19,32,48,17
5th January 2005,1,2,30,36,42,43,23
1st January 2005,10,16,17,34,40,47,41
