Date,Num1,Num2,Num3,Num4,Num5,Num6,Bonus
29th December 2010,6,11,19,21,39,49,28
25th December 2010,2,12,23,26,27,31,20
22nd December 2010,3,5,10,11,35,45,33
18th December 2010,5,7,13,33,37,39,44
15th December 2010,1,5,8,11,29,33,36
11th December 2010,2,7,13,17,27,41,8
8th December 2010,1,6,7,8,22,46,17
4th December 2010,9,12,16,24,25,38,31
1st December 2010,2,11,12,29,40,42,35
27th November 2010,4,13,23,24,37,47,45
24th November 2010,5,11,26,28,35,46,49
20th November 2010,1,10,13,23,41,43,39
17th November 2010,3,12,14,16,29,38,23
13th November 2010,5,15,27,35,38,47,23
10th November 2010,4,5,17,30,36,38,45
6th November 2010,2,20,29,33,40,44,25
3rd November 2010,10,11,16,19,28,40,8
30th October 2010,10,15,24,29,35,38,8
27th October 2010,2,16,20,23,33,43,6
23rd October 2010,2,13,21,22,40,44,37
20th October 2010,9,10,14,15,19,29,35
16th October 2010,20,28,32,36,42,46,21
13th October 2010,2,3,23,29,34,36,17
9th October 2010,1,8,15,36,38,49,16
6th October 2010,10,20,24,32,37,47,49
2nd October 2010,7,13,18,23,26,27,46
29th September 2010,1,7,19,31,35,44,36
25th September 2010,7,11,15,30,31,45,23
22nd September 2010,13,19,29,30,33,49,5
18th September 2010,1,14,17,19,40,42,30
15th September 2010,6,11,21,26,34,41,24
11th September 2010,3,9,11,13,27,45,5
8th September 2010,4,6,11,45,46,47,48
4th September 2010,11,13,17,18,20,45,41
1st September 2010,13,32,35,39,46,48,5
28th August 2010,1,4,7,25,30,45,6
25th August 2010,5,8,20,26,31,36,15
21st August 2010,7,10,15,26,36,41,21
18th August 2010,3,7,12,25,28,37,16
14th August 2010,9,20,22,23,26,44,5
11th August 2010,3,10,12,20,26,27,47
7th August 2010,10,14,18,41,42,47,16
4th August 2010,5,8,13,22,35,40,9
31st July 2010,1,35,38,40,47,48,29
28th July 2010,2,15,27,30,34,36,31
24th July 2010,3,6,26,32,43,49,29
21st July 2010,13,14,15,17,28,36,29
17th July 2010,24,26,28,37,43,48,8
14th July 2010,4,17,20,31,36,40,37
10th July 2010,13,14,16,28,34,42,26
7th July 2010,3,8,18,34,44,49,30
3rd July 2010,9,12,19,29,38,47,18
30th June 2010,4,14,24,26,34,43,1
26th June 2010,1,10,16,25,36,38,29
23rd June 2010,16,18,21,36,46,48,47
19th June 2010,11,18,27,29,32,39,1
16th June 2010,2,5,9,20,25,32,30
12th June 2010,3,11,14,20,41,47,9
9th June 2010,12,13,25,30,37,41,48
5th June 2010,30,31,32,34,36,49,9
2nd June 2010,15,19,30,31,34,37,7
29th May 2010,18,32,40,41,47,49,7
26th May 2010,12,13,33,43,46,49,48
22nd May 2010,7,8,19,23,30,46,4
19th May 2010,27,28,35,40,43,48,20
15th May 2010,3,5,8,15,33,35,14
12th May 2010,8,9,20,26,28,29,38
8th May 2010,4,10,21,39,45,48,12
5th May 2010,12,13,15,31,47,49,28
1st May 2010,4,7,10,22,25,33,49
28th April 2010,6,24,27,34,36,42,18
24th April 2010,3,10,14,36,38,40,23
21st April 2010,12,19,22,36,40,46,17
17th April 2010,4,11,12,25,42,43,44
14th April 2010,9,12,20,28,33,46,10
10th April 2010,7,9,23,25,27,41,15
7th April 2010,3,10,13,22,34,43,46
3rd April 2010,1,2,13,17,24,39,34
31st March 2010,27,28,33,37,48,49,5
27th March 2010,2,4,9,22,43,44,29
24th March 2010,5,19,27,32,44,46,25
20th March 2010,9,11,15,34,35,42,47
17th March 2010,5,6,21,38,42,45,46
13th March 2010,3,13,15,28,41,47,40
10th March 2010,8,12,28,30,38,48,2
6th March 2010,7,9,14,24,25,44,28
3rd March 2010,10,19,23,24,33,38,21
27th February 2010,4,6,14,23,25,36,27
24th February 2010,4,13,18,21,22,42,3
20th February 2010,13,15,18,20,23,26,17
17th February 2010,14,16,34,41,45,49,5
13th February 2010,1,9,23,28,37,39,12
10th February 2010,13,24,30,32,37,48,49
6th February 2010,4,12,14,15,21,23,13
3rd February 2010,9,24,29,35,37,40,21
30th January 2010,2,31,32,34,40,49,5
27th January 2010,14,17,19,21,40,42,26
23rd January 2010,29,35,36,38,41,43,47
20th January 2010,13,17,25,40,45,47,42
16th January 2010,12,21,25,30,41,43,48
13th January 2010,26,28,30,39,40,48,27
9th January 2010,7,9,10,27,28,40,42
6th January 2010,10,12,15,23,26,44,30
2nd January 2010,16,22,25,33,39,48,28
